X,Y,id,WaterBody,Town,County,Owner,Manager,AccessType,BoatSize,RampType,UniversalAccess,BulletinBoard,Exposure,Parking,Shorefishing,UseVolume,Dock,WinterPlowing,SummerPortolet,WinterPortolet,TempPortolet,AccessName,Bowfin,Carp,ChannelCatfish,WhiteCrappie,LongnoseGar,Muskellunge,WhitePerch,AmericanShad,Sheepshead,LakeWhitefish,BrookTrout,BrownTrout,RainbowTrout,LakeTrout,LandlockedSalmon,RainbowSmelt,YellowPerch,Walleye,NorthernPike,ChainPickerel,LargemouthBass,SmallmouthBass,Bullhead,Panfish,BlackCrappie,Burbot,Directions,CoordX,CoordY,LakeArea,MaximumDepth,ESRI_OID
-73.3104,44.5996,86,Lake Champlain,South Hero,Grand Isle,F&W,F&W,Fishing,N/A,None,Yes,Yes,Moderate,Small,"Spring, Summer, Fall",Moderate,No,No,Yes,No,No,Allen Point,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,From Interstate 89 Take Exit 1,-73.31042707,44.59961876,172800,400,81
-73.2404,44.6259,88,Lake Champlain,Milton,Chittenden,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Large,All Year,Heavy,No,Yes,Yes,No,No,Sand Bar WMA,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 17 in Colchester.  Off the exit take US Route 2 West towards the Lake Champlain Islands.  Travel West for 5 miles to Sandbar State Park.  The Access Area will be on the LEFT before the bridge to South Hero.,-73.240399,44.625914,172800,400,82
-72.3736,44.5358,89,Hardwick Lake,Hardwick,Caledonia,F&W,F&W,Boating,Small,Gravel,No,No,Protected,N/A,Spring-Summer,Light,No,No,No,No,No,Hardwick Lake,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,,-72.373562,44.535792,145,,83
-72.07,44.1514,90,Wells River,Newbury,Orange,F&W,F&W,Fishing,N/A,None,No,Yes,,Small,Spring-Summer,Light,No,No,No,No,No,Wells River,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Take,-72.070009,44.15135,0,0,84
-72.2002,44.8716,91,Barton River,Coventry,Orleans,F&W,F&W,Boating/Fishing,Carry-on,None,No,Yes,,Small,Spring-Summer,Light,No,No,No,No,No,Coventry Station,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,-72.20023444,44.87160695,0,0,85
-73.3153,43.7908,93,East Creek,Orwell,Addison,F&W,F&W,Fishing,Carry-on,None,No,Yes,,Small,Spring-Summer,Light,No,No,No,No,No,East Creek 2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,-73.315325,43.790772,31,,86
-73.3181,43.8015,94,East Creek,Orwell,Addison,F&W,F&W,Fishing,N/A,None,No,Yes,,Small,Spring-Summer,Light,No,No,No,No,No,East Creek 1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,-73.318102,43.801544,31,,87
-72.2056,44.3042,96,Martins Pond,Peacham,Caledonia,F&W,F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,Protected,Small,Spring,Light,No,No,No,No,No,Martins Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"Take US Route 2 to Danville, then turn South onto Peacham Rd.  Travel South on Peacham Rd, which becomes Old County Road, for 5 miles, then turn RIGHT onto Old Cemetery Road.  Travel West on Old Cemetery Road, which becomes Church St, and then becomes Green Bay Loop, for 3.5 miles, and the Access Area will be on the RIGHT.",-72.20560772,44.30420768,77,17,88
-73.1407,43.2931,97,Mettawee River,Rupert,Bennington,F&W,F&W,Fishing,N/A,None,No,Yes,Protected,Medium,"Spring, Summer, Fall",Light,No,No,No,No,No,Mettawee River,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take US Route 7 to Manchester, then turn North onto VT Route 30.  Travel North on VT Route 30 for 11 miles and the Access Area will be on the LEFT.",-73.14068975,43.29310521,0,0,89
-72.1232,44.742,98,May Pond,Barton,Orleans,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Large,Spring-Summer,Light,No,No,No,No,No,May Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take Interstate 91 to Exit 25 in Barton.  Take VT Route 16 North through the town center, where it will become Willoughby Lake Rd, for 2.5 miles, then turn RIGHT onto May Pond Rd.  Travel East on May Pond Rd for  2 miles to the Access Area on the LEFT.",-72.12320971,44.7420133,116,31,90
-73.398,44.0245,99,Lake Champlain,Addison,Addison,F&W,F&W,Boating/Fishing,Medium,Gravel,No,Yes,West,Medium,Spring,Light,No,No,No,No,Yes,McCuen Slang,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Take US Route 7 into Middlebury, the turn West onto VT Route 125.  Travel West on VT Route 125 for  14.6 miles and the Access Area will be on the Left.",-73.397953,44.024523,172800,400,91
-72.4833,43.8274,100,McIntosh Pond,Royalton,Windsor,F&W,F&W,Boating/Fishing,Medium,Concrete Plank,No,Yes,Protected,Medium,Spring-Summer,Light,No,No,Yes,No,No,McIntosh Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"Take Interstate 89 to Exit 2 in Sharon.  Take VT Route 14 North for 4 miles, then turn RIGHT onto Dairy Hill.  Travel North on Dairy Hill for 1.5 miles then turn LEFT onto McIntosh Pond Rd, across from the Joseph Smith Memorial, and the Access Area will be on the LEFT.",-72.4833476,43.82739567,,,92
-71.7978,44.4461,101,Miles Pond,Concord,Essex,F&W,F&W,Boating/Fishing,Medium,Concrete Plank,No,Yes,Protected,Small,Spring,Light,No,No,No,No,No,Miles Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 21 in St. Johnsbury.  Take US Route 2 East for 17 miles, then turn RIGHT onto Beach Dr, followed by a RIGHT onto Campers Ln, and the Access Area will be on the RIGHT.",-71.79775644,44.44613564,206,55,93
-72.3099,43.8897,102,Miller Pond,Strafford,Orange,F&W,F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Miller Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,"Take Interstate 91 to Exit 14 in Thetford.  Take VT Route 113 West for  2.5 miles, then turn LEFT onto Sawnee Bean Rd.  Travel North on Sawnee Bean Rd for 4 miles, then turn LEFT onto Miller Pond Rd.  Travel West on Miller Pond Rd for 0.5 miles, and the Access Area will be on the RIGHT.",-72.30988543,43.88969294,63,32,94
-72.4475,44.3913,103,Mirror Lake,Calais,Washington,F&W,F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,Protected,Small,Spring,Moderate,No,No,Yes,No,No,Mirror Lake,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,"Take US Route 2 to Plainfield, then turn North onto VT Route 214.  Travel North on VT Route 214 for 2 miles, then turn RIGHT onto VT Route 14.  Travel North on VT Route 14 for  5 miles, then turn LEFT onto Moscow Woods Rd.  Travel North on Moscow Woods Rd for 2 miles, then turn RIGHT onto North Calais Rd.  Travel North on North Calais Rd for 0.5 miles, then turn LEFT onto #10 Pond Rd.  Travel North on #10 Pond Rd for  1/4 mile, and the Access Area will be on the RIGHT.",-72.44753888,44.39132128,86,106,95
-73.1062,44.9103,104,Missisquoi River,Swanton,Franklin,F&W,F&W,Boating/Fishing,Carry-on,None,No,Yes,Protected,Medium,Spring-Summer,Light,No,No,No,No,No,Babbie Access,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 21 in Swanton.  Take VT Route 78 West, which turns into 1st St, through the village, and then turn LEFT onto Grand Avenue/Route 7 South.  The Access Area is on the LEFT immediately after the bridge crossing the Missisquoi River.",-73.10623198,44.91034027,0,,96
-73.1384,44.2498,105,Monkton Pond,Monkton,Addison,F&W,F&W,Boating/Fishing,Small,Concrete Plank,No,Yes,Protected,Small,All Year,Light,No,Yes,No,No,No,Monkton Pond,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take US Route 7 to Ferrisburgh, then turn East onto Old Hollow Rd. Travel East on Old Hollow Rd, which becomes North Hollow Rd, for 5 miles, then turn LEFT onto Monkton Rd.  Follow Monkton Rd North, through Monkton Boro, for 1/4 mile, and at the fork veer left onto South Pond Rd.  Follow South Pond Rd for 1/2 mile and turn RIGHT on the Access Rd to reach the Access Area.",-73.13843957,44.24982501,114,13,97
-71.8685,44.4559,106,Moose River,Concord,Essex,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Moose River,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to exit 21 in St. Johnsbury.  Take US Route 2 East for 12 miles and the Access Area will be on the LEFT.,-71.86853,44.455944,0,0,98
-73.2691,44.9677,107,Mud Creek Pond,Alburg,Grand Isle,F&W,F&W,Fishing,N/A,None,Yes,Yes,Protected,Small,Spring-Summer,Moderate,No,No,No,No,No,Mud Creek Pond,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 17, then head West on US Route 2 towards the Lake Champlain Islands.  Continue on US Route 2 for 32.5 miles to Alburg Center and the intersection with VT Route 78. Turn RIGHT onto VT Route 78 East.  Travel East for 1/2 mile and the Access Area will be on the RIGHT, just before the bridge crossing Mud Creek.",-73.26910843,44.96768683,318,0,99
-71.6912,44.4826,108,Neal Pond,Lunenburg,Essex,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,North,Small,All Year,Light,No,Yes,No,No,No,Neal Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,"Take US Route 2 to Lunenburg, then turn North onto Town Highway 34.  Travel North on Town Highway 34 for 1/2 mile, then turn LEFT onto Town Highway 15.  Travel West on Town Highway 15 for 1 mile, then turn RIGHT onto Town Highway 48 and continue to the Access Area.",-71.69121546,44.4825631,182,35,100
-72.4468,44.4098,109,Nelson Pond,Woodbury,Washington,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Medium,All Year,Light,No,Yes,Yes,No,No,Nelson Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,"Take US Route 2 to Plainfield, then turn North onto VT Route 214.  Travel North on VT Route 214 for  2 miles, then turn RIGHT onto VT Route 14.  Travel North on VT Route 14 for 5 miles, then turn LEFT onto Moscow Woods Rd.  Travel North on Moscow Woods Rd for  2 miles, then turn RIGHT onto North Calais Rd.  Travel North on North Calais Rd for 1/2 mile, then turn LEFT onto #10 Pond Rd.  Travel North on #10 Pond Rd, which becomes Nelson Pond Rd, for 1.5 miles, and the Access Area will be on the RIGHT.",-72.44676382,44.40983636,125,97,101
-71.981,44.7231,110,Newark Pond,Newark,Caledonia,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Newark Pond,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 23 for Lyndonville and follow US Route 5 North for  9.5 miles to the town of West Burke.  In West Burke turn RIGHT onto VT Route 5A North and travel for  3.5 miles to Long Pond Rd.  Turn RIGHT onto Long Pond Rd and travel North for 1.5 miles, then turn RIGHT onto Newark Pond Rd.  Travel North on Newark Pond Rd for 1 mile and the Access Area will be on the RIGHT.",-71.98095229,44.72314175,163,31,102
-73.2717,44.8853,111,Lake Champlain,North Hero,Grand Isle,F&W,F&W,Fishing,N/A,None,Yes,Yes,North,Small,"Spring, Summer, Fall",Light,No,No,No,No,Yes,North Hero Causeway,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 17 in Colchester.  Off the Exit follow US Route 2 West towards the Lake Champlain Islands for 21.3 miles to the town of North Hero.  From North Hero continue heading West for 5 miles to the Alburg/North Hero Bridge.  Just before the bridge veer RIGHT onto Bridge R.  Access is on the North, just off Bridge Rd.",-73.27173891,44.88532478,172800,400,103
-72.4464,44.3061,112,North Montpelier Pond,E. Montpelier,Washington,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Small,Spring-Summer,Light,No,No,No,No,No,North Montpelier Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 in Montpelier.  Off of the Exit, follow US Route 2 East for 7.8 miles to East Montpelier, then turn LEFT onto VT Route 14 North.  Travel North on VT Route 14 for 3 miles to the Access Area on the RIGHT.",-72.44644198,44.30611573,72,12,104
-72.1835,43.8413,113,Connecticut River,Thetford,Orange,F&W,F&W,Boating/Fishing,Medium,Concrete Plank,No,Yes,Protected,Medium,"Summer, Fall",Light,No,No,No,No,No,North Thetford,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 14 in Thetford.  Take VT Route 113 East for 1.5 miles, then turn LEFT onto US Route 5.  Travel North on US Route 5 for 2 miles to Bridge Rd.  Turn RIGHT on Bridge Rd and follow to the Access Area.",-72.18350169,43.84133846,0,0,105
-71.8714,44.924,114,Norton Pond,Warrens Gore,Essex,F&W,F&W,Boating/Fishing,Medium,Concrete Plank,No,Yes,Protected,Medium,All Year,Light,No,Yes,Yes,No,No,Norton Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 28 in Derby.  Off the Exit follow US Route 5 North for  1 mile, then turn RIGHT onto VT Route 105 East.  Travel East for 1/2 miles, then turn LEFT onto VT Route 111 East.  Travel East for 15 miles, then turn LEFT onto VT Route 114 North.  Travel North for  6 miles and the Access Area will be on the LEFT.",-71.87136541,44.9240155,583,30,106
-72.5361,42.8932,115,Connecticut River,Brattleboro,Windham,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,Protected,Large,"Spring, Summer, Fall",Heavy,No,No,No,No,No,Old Ferry Road,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 91 to Exit 3 in Brattleboro.  Take US Route 5 North for 1/2 mile, then turn RIGHT onto Old Ferry Rd.  Take Old Ferry Rd for 1 mile to the Access Area.",-72.53611041,42.89315387,0,0,107
-72.2309,43.7554,116,Ompompanoosuc River,Norwich,Windsor,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Ompompanoosuc River,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 13 in Norwich.  Take US Route 5 North for  6 miles.  After crossing a bridge over the river, turn LEFT onto Old Bridge Rd and the Access Area will be on the LEFT.",-72.23086518,43.7554051,0,0,108
-73.1552,43.8099,117,Otter Creek,Sudbury,Rutland,F&W,F&W,Boating/Fishing,Small,Gravel,No,No,Protected,Medium,"Spring, Summer, Fall",Light,No,No,No,No,No,Otter Creek (Sudbury),No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 7 to Brandon, then turn onto VT Route 73 West.  Travel West on VT Route 73 for 3.5 miles and the Access Area will be on the LEFT.",-73.15521231,43.80990896,0,0,109
-73.247,44.0861,118,Otter Creek,Pittsford,Rutland,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,Protected,N/A,Spring-Summer,Light,No,No,No,No,No,Kingsley Access,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,-73.24699,44.086126,0,0,110
-72.2654,44.3336,119,Peacham Pond,Peacham,Caledonia,F&W,F&W,Boating/Fishing,Medium,Gravel,No,Yes,Protected,Small,All Year,Light,No,Yes,Yes,No,No,Peacham Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 for Montpelier.  Off the Exit follow US Route 2 East for 19 miles, just past Marshfield to VT Route 232.  Turn RIGHT onto VT Route 232 South and continue for 3 miles to Peacham Pond Rd.  Turn LEFT onto Peacham Pond Rd and travel East for 1 mile to the Access Area on the RIGHT.",-72.26543675,44.33356782,331,61,111
-72.0524,44.8774,121,Pensioner Pond,Charleston,Orleans,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,South,Small,All Year,Light,No,No,No,No,No,Pensioner Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 28 in Derby.  Take US Route 5 North for 1 mile, then turn RIGHT onto VT Route 105 East.  Trave East for  7 miles, and the Access Area will be on the RIGHT.",-72.05244342,44.87738328,170,39,112
-73.2816,43.7489,122,Perch Pond,Benson,Rutland,F&W,F&W,Boating/Fishing,Carry-on,None,No,No,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Perch Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,"Take US Route 7 to Brandon, then turn onto VT Route 73 West.  Travel West for 12 miles, then turn LEFT onto VT Route 22A South.  Travel South for 4.5 miles, then turn LEFT onto Perch Pond Rd.  Travel East on Perch Pond Rd for 1.5 miles.",-73.281604,43.748897,24,,113
-72.5209,42.9617,123,Connecticut River,Putney,Windham,F&W,F&W,Boating/Fishing,Small,Concrete,No,Yes,"North, South",Small,"Spring, Summer, Fall",Light,No,No,No,No,No,Putney Landing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 4 in Putney.  If travelling North on Interstate 91, turn RIGHT at the end of the Exit ramp and take Putney Landing Rd to the Access Area.  If travelling South on Interstate 91, merge onto US Route 5 heading North at the end of the Exit ramp.  Travel North for 1/4 mile and turn RIGHT onto the Putney State Highway, following signs for 91 North.  Drive straight, passing the Interstate Access ramps and onto Putney Landing Rd which leads to the Access Area.",-72.52087547,42.96166977,0,0,114
-73.0281,42.8906,124,Red Mill Pond,Woodford,Bennington,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Red Mill Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 2 in Brattleboro.  Off the Exit follow VT Route 9 West for 34 miles. Turn LEFT at the sign for Woodford State Park and follow to the Access Area.,-73.02805518,42.89061271,20,,115
-73.2352,42.932,125,Lake Paran,N. Bennington,Bennington,AOT,F&W,Boating/Fishing,Small,Concrete,Yes,Yes,West,Medium,All Year,Light,No,Yes,No,No,No,Lake Paran,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,"Take US Route 7 towards Bennington and take Exit 2 for VT Route 7A.  Travel North on 7A for 1/4 mile, then turn LEFT onto Overlea Rd. Continue on Overlea Rd, which becomes Mechanic St, for 1 mile, then turn RIGHT onto North St, followed by a quick RIGHT onto the Fishing Access Rd.  Continue on the Fishing Access Rd to the Access Area at the end.",-73.23517427,42.93202387,40,23,116
-72.617,43.8369,126,Ansel Pond,Bethel,Windsor,F&W,F&W,Boating/Fishing,Carry-on,None,No,Yes,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Ansel Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"From Interstate 89 take Exit 3 and head West on VT Route 107 for 2 miles.  Turn RIGHT on Christian Hill Rd (TH #85) just after crossing the Bethel Town Line.  Proceed approx. 1 mile, turn left on to Sanders Rd., and the entrance to the Ansel Pond Access area will be on the LEFT.",-72.61704802,43.83691768,10,,117
-72.6347,44.0698,128,Baker Pond,Brookfield,Orange,F&W,F&W,Boating/Fishing,Small,Gravel,No,Yes,North,Medium,"Spring, Summer, Fall",Light,No,No,Yes,No,No,Baker Pond (Brookfield),No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Take Interstate 89 to Exit 5 and head West on VT Route 64 for 2.5 miles to the intersection with VT Route 12.  Turn LEFT and head South on VT Route 12 for  4.1 miles past Baker Pond Rd and the Access Area will be on the right.,-72.63465014,44.0698231,35,10,118
-71.9736,44.7365,129,Bald Hill Pond,Westmore,Orleans,F&W,F&W,Boating/Fishing,Medium,Gravel,No,Yes,North,Small,Spring-Summer,Light,No,No,No,No,No,Bald Hill Pond,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 25 in Barton.  Proceed East onto VT Route 16 for .2 miles and turn RIGHT onto US Route 5 South.  Follow Route 5 South for 11 miles to VT Route 5A in West Burke.  Turn LEFT onto VT Route 5A proceeding 3.5 miles North to Neward Pond Rd.  Bear RIGHT on Newark Pond Road and proceed  3.0 miles to Bald Hill Pond Rd.  Turn LEFT on Bald Hill Pond Rd and continue for 1/4 mile to Bald Hill Ln.  Turn LEFT on Bald Hill Ln and follow to the Access Area at the end.,-71.973617,44.736458,104,42,119
-72.203,44.8168,130,Willoughby River,Barton,Orleans,F&W,F&W,Fishing,Carry-on,None,No,Yes,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Indian Pioneer Point,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take Interstate 91 to Exit 26 in Orleans.  Head South on US Route 5 to VT Route 58 West and continue for 1/4 mile to the center of Orlean village.  After crossing the railroad track and the river, turn LEFT onto Maple St.  Travel 1/2 mile and the Access Area will be on the RIGHT.",-72.203033,44.81679,0,0,120
-73.2584,43.106,131,Batten Kill,Arlington,Bennington,F&W,F&W,Boating/Fishing,Carry-on,None,No,Yes,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Red Mill,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take US Route 7 to Exit 3 in Sunderland and follow VT Route 313 West for 1.8 miles.  Turn Right onto Vermont Roue 7A proceeding North toward Arlington for 1.4 miles.  Turn LEFT, continuing on VT Route 313/Batten Kill Drive for 0.4 miles. Turn LEFT on Battenkill Lane which leads to the Access Area.",-73.258426,43.105997,0,0,121
-72.0825,44.696,132,Bean Pond,Sutton,Caledonia,F&W,F&W,Boating/Fishing,Small,Gravel,No,No,Protected,N/A,Spring-Summer,Light,No,No,No,No,No,Bean Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,"Take Interstate 91 to Exit 24 in Lyndon Center.  Turn onto VT Route 122 West for one mile.  Turn LEFT onto Hubbard Hill Rd and continue for 1 mile.  Turn LEFT onto Fall Brook Rd and continue for 1.2 miles.  Turn RIGHT onto Bean Pond Rd and follow for 1/2 mile, then turn LEFT onto Lodge Lane and follow to the Access Area.",-72.082528,44.695964,30,,122
-72.9834,43.511,133,Otter Creek,Clarendon,Rutland,F&W,F&W,Boating/Fishing,Carry-on,None,No,Yes,,Small,Spring-Summer,Light,No,No,No,No,No,Otter Creek (Clarendon),No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Take Interstate 89 to Exit 1 and head West on US Route 4 towards Killington for 33 miles.  After crossing the Mendon Town line look for the Beaver Pond access directly off US Route 4 on the RIGHT.,-72.9834,43.51095,10,,123
-73.3673,43.7284,136,Lake Champlain,Benson,Rutland,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,Northwest,Small,All Year,Heavy,Yes,Yes,Yes,Yes,No,Benson Landing,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Us Route 7 to Brandon, then head West on VT Route 73 for 13.3 miles to VT Route 22A in Orwell.  Turn LEFT onto Vermont Route 22A and head South for 6.2 miles to Benson.  Look for Hulett Hill Rd on the West side of 22A (Across from Benson Rd).  Turn RIGHT and head West on Hulett Hill Rd for 0.6 miles to Stage Rd.  Turn LEFT on Stage Rd and continue for 0.10 miles to Old North Lake Rd.  Turn RIGHT onto Old North Lake Rd and continue for 1.3 miles.  At the fork bear RIGHT, staying on Old North Lake Rd.  Travel another 2 miles, then turn left onto TH-6.  Continue for 0.3 miles and the Access Area will be on the LEFT.",-73.36728745,43.72843936,172800,400,124
-72.0988,44.9209,137,Big Salem Lake,Derby,Orleans,F&W,F&W,Boating/Fishing,Medium,Concrete,No,Yes,Northwest,Medium,All Year,Light,Yes,Yes,Yes,Yes,No,David H Wood,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"Take Interstate 91 to Exit 28 in Derby.  Turn onto US Route 5 North and continue for 1 mile to the intersection of VT Route 105.  Head South on VT 105/VT 5A for 3.3 miles, travelling along the west side of Big Salem Lake.  At the south end of the lake, turn LEFT onto Haywood Rd.  Travel approximately 0.25 miles and the access area drive will be on the LEFT, just past the cemetery.",-72.09877096,44.92088857,788,70,125
-73.2277,43.7042,138,Black Pond,Hubbardton,Rutland,F&W,F&W,Boating/Fishing,Small,Gravel,No,No,Protected,N/A,Spring-Summer,,No,No,No,No,No,Black Pond,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,"Take US Route 4 or US Route 7 to Rutland, then head West on US Route 4 for approximately 13 miles to Exit 4.  Take Exit 4 for Vermont Route 30 North to Hubbardton.  Continue on VT 30 for 7.1 miles throughh the town of Hubbardton, then turn left onto Hortonia Rd. Travel 1.5 miles past Breeze Pond to Black Pond.  The Access Area is near the southern end of the pond.",-73.22773,43.704172,20,45,126
