id,CordX,CordY,WaterBody,Town,County,Owner,Manager,BoatingAccess,BoatSize,RampType,UniversalAccess,BulletinBoard,Exposure1,Exposure2,Parking,Shorefishing,UseVolume,Dock,WinterPlowing,SummerPortolet,WinterPortolet,TempPortolet,AccessName,Bowfin,Carp,ChannelCatfish,WhiteCrappie,LongnoseGar,Muskellunge,WhitePerch,AmericanShad,Sheepshead,LakeWhitefish,BrookTrout,BrownTrout,RainbowTrout,LakeTrout,LandlockedSalmon,RainbowSmelt,YellowPerch,Walleye,NorthernPike,ChainPickerel,LargemouthBass,SmallmouthBass,Bullhead,Panfish,BlackCrappie,Burbot,Directions,LakeArea,MaximumDepth
136,-73.3673,43.7284,Lake Champlain,Benson,Rutland,F&W,F&W,Yes,Medium,Concrete,No,Yes,Northwest,N/A,Small,All Year,Heavy,Yes,Yes,Yes,Yes,No,Benson Landing,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Us Route 7 to Brandon, then head West on VT Route 73 for 13.3 miles to VT Route 22A in Orwell.  Turn LEFT onto Vermont Route 22A and head South for 6.2 miles to Benson.  Look for Hulett Hill Rd on the West side of 22A (Across from Benson Rd).  Turn RIGHT and head West on Hulett Hill Rd for 0.6 miles to Stage Rd.  Turn LEFT on Stage Rd and continue for 0.10 miles to Old North Lake Rd.  Turn RIGHT onto Old North Lake Rd and continue for 1.3 miles.  At the fork bear RIGHT, staying on Old North Lake Rd.  Travel another 2 miles, then turn left onto TH-6.  Continue for 0.3 miles and the Access Area will be on the LEFT.",172800,400
137,-72.0988,44.9209,Big Salem Lake,Derby,Orleans,F&W,F&W,Yes,Medium,Concrete,No,Yes,Northwest,N/A,Medium,All Year,Light,Yes,Yes,Yes,Yes,No,David H Wood,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"Take Interstate 91 to Exit 28 in Derby.  Turn onto US Route 5 North and continue for 1 mile to the intersection of VT Route 105.  Head South on VT 105/VT 5A for 3.3 miles, travelling along the west side of Big Salem Lake.  At the south end of the lake, turn LEFT onto Haywood Rd.  Travel approximately 0.25 miles and the access area drive will be on the LEFT, just past the cemetery.",788,70
138,-73.2277,43.7042,Black Pond,Hubbardton,Rutland,F&W,F&W,Yes,Small,Gravel,No,No,Protected,Protected,N/A,Spring-Summer,N/A,No,No,No,No,No,Black Pond,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,"Take US Route 4 or US Route 7 to Rutland, then head West on US Route 4 for approximately 13 miles to Exit 4.  Take Exit 4 for Vermont Route 30 North to Hubbardton.  Continue on VT 30 for 7.1 miles throughh the town of Hubbardton, then turn left onto Hortonia Rd. Travel 1.5 miles past Breeze Pond to Black Pond.  The Access Area is near the southern end of the pond.",20,45
139,-73.2152,43.7158,Breese Pond,Hubbardton,Rutland,F&W,F&W,Yes,Carry-on,None,No,No,Protected,Protected,N/A,Spring-Summer,N/A,No,No,No,No,No,Breese Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take US Route 4 or US Route 7 to Rutland, then head West on US Route 4 for approximately 13 miles.  Take Exit 4 onto VT Route 30 North towards Hubbardton.  Continue on VT Route 30 for 7.1 miles through the town of Hubbardton and turn left onto Hortinia Rd.  Proceed West for 1.7 miles, then turn LEFT onto Black Pond Rd. Travil 0.1 miles to the Access Area on the LEFT.",5,N/A
141,-73.2532,43.8602,Richville Pond,Shoreham,Addison,F&W,F&W,No,N/A,None,No,No,N/A,N/A,Small,Spring-Summer,Light,No,No,No,No,No,Richville Covered Bridge,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take US Route 7 to Middlebury, then turn onto VT Route 30 South.  Travel South on VT Route 30 for 10 miles, then turn RIGHT onto Shoreham-Whiting Rd.  Drive West on Shoreham-Whiting Rd. for 1.5 miles, through East Shoreham, and turn LEFT onto Shoreham Depot Rd.  Travel South on Shoreham Depot Rd for 1/2 mile.  Just before Richville pond, at the intersection of Dame Road and Shoreham Depot Rd, veer RIGHT onto the small road which leads to the Access Area by the covered bridge.",124,8
142,-73.0886,44.9885,Lake Champlain,Highgate,Franklin,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Small,Spring,Light,No,Yes,No,No,No,Rock River,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 22 in Highgate.  Take US Route 7 South for 1.5 miles, and the Access Area will be on the LEFT.",0,0
143,-72.5882,44.0779,Rood Pond,Williamstown,Orange,F&W,F&W,Yes,Small,Concrete Plank,Yes,Yes,Southeast,N/A,Small,All Year,Light,No,Yes,Yes,No,No,Rood Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,"Take Interstate 89 to Exit 5 in Willamstown.  Off the Exit, take VT Route 64 East for2.5 miles, then turn RIGHT onto Rood Pond Rd.  Travel South on Rood Pond Rd for 3 miles and the Access Area will be on the LEFT.",23,52
144,-73.3395,44.9988,Lake Champlain,Alburg,Grand Isle,F&W,F&W,No,N/A,None,Yes,Yes,North, West,Large,All Year,Light,No,Yes,No,No,No,Korean War Veterans Access,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 17 in Colchester.  Off the Exit follow US Route 2 West towards the Lake Champlain Islands.  Travel West for 34.6 miles to Alburg Village.  After Alburg Village continue travelling West on US Route 2 for  2 miles to the bridge crossing Lake Champlain.  The Access Area will be on the RIGHT just before the bridge.,172800,400
145,-73.1723,44.7946,Lake Champlain,Saint Albans,Franklin,F&W,F&W,Yes,Large,Concrete,No,Yes,Protected,Protected,Large,All Year,Heavy,Yes,Yes,Yes,Yes,No,Saint Albans Bay,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 19 for St. Albans.  Off the Exit turn RIGHT onto VT Route 104/Fairfax Rd.  Travel North for 1/4 mile then turn LEFT onto VT Route 36/Fairfield St.  Travel West on VT Route 36 for 4 miles, the turn LEFT onto Hathaway Point Rd.  Travel South on Hathaway Point Rd for 2 miles, and the Access Area will be on the LEFT.",172800,400
146,-73.2136,44.6233,Lake Champlain,Milton,Chittenden,F&W,F&W,No,N/A,None,No,Yes,Protected,Protected,Small,Spring,Light,No,No,No,No,No,Sand Bar Refuge,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 17 in Colchester.  Off the exit take US Route 2 West towards the Lake Champlain Islands.  Travel West for 4 miles towards Sandbar State Park.  The Access Area will be on the RIGHT before the bridge to South Hero.,0,0
147,-73.2052,44.604,Lamoille River,Milton,Chittenden,F&W,F&W,No,N/A,None,Yes,Yes,Protected,Protected,Medium,Spring-Summer,Light,No,No,Yes,No,No,Sears,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 17 in Colchester.  Take US Route 2 West for 2.5 miles, then turn LEFT onto Cub Rd, followed by a LEFT onto Gravelle Rd, then an immediate RIGHT onto the Access Rd which leads to the Access Area.",0,0
149,-71.982,44.9104,Seymour Lake,Morgan,Orleans,F&W,F&W,Yes,Large,Concrete,No,Yes,South,N/A,Large,All Year,Heavy,Yes,Yes,Yes,Yes,No,Seymour Lake,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,"Take Interstate 91 to Exit 28 in Derby.  Off the Exit travel North on US Route 5 for 1/2 mile, then turn RIGHT onto VT Route 105, followed by an immediate LEFT onto VT Route 111 East.  Follow VT Route 111 East for 10 miles.  The Access Area will be on the RIGHT just past the intersection with Valley Rd.",1777,167
150,-71.8694,44.4058,Shadow Lake-Concord,Concord,Essex,F&W,F&W,Yes,Small,Concrete Plank,No,Yes,South,N/A,Small,All Year,Light,No,No,No,No,No,Shadow Lake (Concord),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 25 in Barton.  Off the Exit take VT Route 16 South for  5 miles, then turn RIGHT onto Shadow Lake Rd.  Travel West on Shadow Lake Rd for 1.5 miles, and the Access Area will be on the RIGHT.",114,55
151,-72.2206,44.6637,Shadow Lake-Glover,Glover,Orleans,F&W,F&W,Yes,Medium,Concrete,No,Yes,Protected,Protected,Small,All Year,Light,No,Yes,Yes,No,No,Shadow Lake (Glover),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,"Take Interstate 91 to Exit 25 in Barton.  Off the Exit take VT Route 16 South for  5 Miles then turn RIGHT onto Shadow Lake Rd.  Travel West on Shadow Lake Rd for 1.5 miles, and the Access Area will be on the RIGHT.",199,139
152,-73.2348,44.3994,Lake Champlain,Shelburne,Chittenden,Lease,F&W,Yes,Medium,Concrete,No,Yes,North,N/A,Small,Spring-Summer,Moderate,Yes,Yes,Yes,Yes,No,Shelburne Bay,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 7 to Shelburne, then turn West onto Bay Road.  Travel West on Bay Road for 1 mile, and the Access Area will be on the RIGHT.",172800,400
153,-73.1622,44.3771,Shelburne Pond,Shelburne,Chittenden,F&W,F&W,Yes,Medium,Gravel,No,Yes,North,N/A,Medium,All Year,Moderate,No,Yes,No,No,No,Shelburne Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 12 in Williston.  Off the Exit take VT Route 2A South for 5 miles, then turn RIGHT onto VT Route 116 North.  Travel North for 3/4 of a mile, then turn LEFT onto Pond Rd.  Travel West on Pond Rd for 1.5 miles, then turn RIGHT onto Pond Access Rd and continue to the Access Area.",450,25
154,-73.3429,43.7643,Lake Champlain,Orwell,Addison,F&W,F&W,Yes,Medium,Gravel,No,Yes,Southwest,N/A,Medium,All Year,Moderate,No,Yes,No,Yes,No,George Davis (Singing Cedars),Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 4 to exit 2 for Fair Haven.  Off the Exit follow VT Route 22A North.  Travel North for 11 miles, then turn LEFT onto North Cross Rd.  Travel West on North Cross Rd for 1/2 mile, then turn RIGHT onto Stage Rd.  Travel North on Stage Rd for 1/2 mile, then turn LEFT onto Singing Cedars Rd.  Travel West on Singing Cedars Rd for 2 miles to the Access Area.",172800,400
155,-72.213,44.9291,Lake Memphremagog,Newport City,Orleans,Lease,F&W,Yes,Medium,Concrete,No,Yes,South,N/A,Large,All Year,Moderate,Yes,Yes,No,No,No,South Bay,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Take Interstate 91 to Exit 28 in Derby Center.  Off the Exit follow US Route 5 South for 4.5 miles to Newport.  In Newport turn LEFT onto Coventry St and continue for 1/2 mile to the Access Area on the RIGHT.,6317,351
156,-72.7099,42.8465,South Pond,Marlboro,Windham,F&W,F&W,Yes,Medium,Concrete Plank,No,Yes,West,N/A,Small,Trout Season Only,Light,No,No,No,No,No,South Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take Interstate 91 to Exit 2 in Brattleboro.  Off the Exit take VT Route 9 West for 1.5 mile, then turn LEFT onto Greenleaf Rd.  Travel West on Greenleaf Rd, then veer RIGHT at the fork onto Abbott Rd, and continue driving as Abbot Rd becomes Ames Hill Rd.  Travel for 5 miles, then turn LEFT onto South Pond Rd.  Travel South on South Pond Rd for 1 mile to the Access Area.",68,35
157,-73.2776,44.2265,Little Otter Creek,Ferrisburg,Addison,F&W,F&W,Yes,Medium,Concrete Plank,No,Yes,Protected,Protected,Medium,Spring,Light,No,No,No,No,Yes,South Slang,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take US Route 7 to Ferrisburgh, then turn West onto Little Chicago Rd.  Travel West for 1 mile, then turn RIGHT onto Hawkins Rd.  Travel North on Hawkins Rd for 2 miles and the Access Area will be on the RIGHT.",0,0
158,-73.1774,42.8112,South Stream,Pownal,Bennington,F&W,F&W,Yes,Carry-on,None,No,No,N/A,N/A,Medium,Spring,Light,No,No,No,No,No,South Stream,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,"Take US Route 7 to Pownal, then turn East onto Barber Pond Rd.  Travel East on Barber Pond Rd, which becomes South Stream Rd, for 5 miles.  The Access Area is on the LEFT across from the intersection of Watershed Rd and South Stream Rd.",0,0
159,-71.8553,44.8042,Spectacle Pond,Brighton,Essex,F&W,F&W,Yes,Small,Concrete Plank,No,Yes,North,N/A,Medium,All Year,Light,No,No,No,No,No,Spectacle Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 28 in Derby.  Off the Exit, take US Route 5 North for  1 mile, then turn RIGHT onto VT Route 105.  Travel East on VT Route 105 for  20 miles, through the town of Island Pond, then turn RIGHT onto Lakeshore Drive, followed by another quick LEFT onto Fishing Village Rd.  The access Area will be off of Fishing Village Rd on the LEFT.",102,15
160,-73.2328,44.8949,Lake Champlain,North Hero,Grand Isle,F&W,F&W,Yes,Medium,Concrete,No,Yes,North,N/A,Medium,All Year,Light,Yes,Yes,No,No,Yes,Stephensen Point,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 17 in Colchester.  Off the Exit follow US Route 2 West towards the Lake Champlain Islands.  Travel West for 25 miles, through the town of North Hero, then turn RIGHT onto Lakeview Dr.  Travel North on Lakeview Dr for 2.5 miles, then turn RIGHT onto North End Rd and continue to the Access Area.",172800,400
161,-73.3588,44.8715,Lake Champlain,Isle La Motte,Grand Isle,F&W,F&W,Yes,Small,Gravel/Shale,No,Yes,Southwest, North,Small,All Year,Light,No,Yes,No,No,Yes,Stoney Point,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 17 in Colchester.  Take US Route 2 West for 27 miles, then turn LEFT onto VT Route 129 West.  Travel West for 3 miles, then cross the bridge to Isle La Motte and turn LEFT onto Main St.  Travel South on Main St for 2 miles, then turn RIGHT onto School St.  Travel West on School St for  1 mile, then turn LEFT onto West Shore Rd.  Travel South on West Shore Rd for 1 mile, and the Access Area will be on the RIGHT.",172800,400
163,-73.2149,44.9254,Lake Champlain,Swanton,Franklin,F&W,F&W,Yes,Medium,Concrete,No,Yes,Southwest,N/A,Large,All Year,Moderate,No,Yes,No,No,Yes,Tabor Point,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Take Interstate 89 to Exit 21 in Swanton.  Off the Exit, take VT Route 78 West for  6.5 miles, then turn LEFT onto Tabor Rd.  Travel South onto Tabor Rd for  2.5 miles, then turn LEFT onto Champlain St, followed by a quick RIGHT onto Hog Island Rd.  Travel South on Hog Iland Rd for 1 mile, and the Access Area will be on the RIGHT.",172800,400
165,-72.097,44.192,Ticklenaked Pond,Ryegate,Caledonia,F&W,F&W,Yes,Small,Gravel,No,Yes,South,N/A,Small,All Year,Light,No,No,No,No,No,Ticklenaked Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 17 in Newbury.  Take US Route 302 West for  1 mile, then turn RIGHT onto Boltonville Rd.  Travel North on Boltonville Rd for  2 miles, then turn LEFT onto Ticklenaked Pond Rd, and continue to the Access Area on the LEFT.",48,51
167,-72.4471,44.4436,Valley Lake,Woodbury,Washington,F&W,F&W,Yes,Small,Gravel,No,Yes,Protected,Protected,Small,Spring-Summer,Light,No,No,No,No,No,Valley Lake,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 8 in Montpelier. Off the Exit follow Memorial Drive, which become US Route 2 East, for 3/4 of a mile to the intersection with VT Route 12/Main St.  Turn LEFT onto VT Route 12 North.  Travel North for 9 miles, then turn RIGHT onto Calais Rd.  Travel East on Calais Rd, which becomes Worcester Rd for 4 miles, then turn LEFT onto County Rd.  Travel North on County Rd for 6 miles, then turn RIGHT onto Dog Pond Rd, followed by a LEFT onto Fishing Rd.  The Access Area is at the end of Fishing Rd.",83,70
168,-73.2091,44.706,Lake Champlain,Milton,Chittenden,F&W,F&W,Yes,Medium,Concrete,No,No,Unprotected,Unprotected,Large,All Year,Moderate,No,Yes,Yes,Yes,No,Van Everest,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 17 in Colchester.  Off the Exit, follow US Route 7 North towards Milton.  Travel North for  6.2 miles to Lake Rd.  Turn LEFT on Lake Rd and travel for 7.5 miles until Lake Rd is parrallel to Lake Champlain on the LEFT.  Turn LEFT onto Fishing Access Rd, and continue to the Access Area.",172800,400
169,-73.3412,44.7196,Lake Champlain,Grand Isle,Grand Isle,F&W,F&W,Yes,Medium,Concrete,No,Yes,Unprotected,Unprotected,Small,All Year,Light,No,Yes,Yes,Yes,No,Vantines,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Take Interstate 89 to Exit 17 in Colchester.  Off the Exit follow US Route 2 West towards the Lake Champlain Islands.  Travel for 14.5 miles to Hyde Rd in Grand Isle.  Turn LEFT onto Hyde Rd and travel for 2 miles to Adams School Rd.  Turn LEFT onto Adams School Rd and travel South for 1/4 mile to Quaker Rd.  Turn RIGHT onto Quaker Rd and travel West for 3/4 of a mile to West Shore Rd.  Turn RIGHT onto West Shore Rd and travel North for 1/2 mile to the Access Area on the LEFT.,172800,400
170,-72.5002,42.7438,Vernon Hatchery Pond,Vernon,Windham,F&W,F&W,Yes,Carry-on,None,No,Yes,Protected,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Vernon Hatchery Pond,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 1 in Brattleboro.  Off the Exit follow US Route 5 South for 3.4 miles to Tyler Hill Rd in Guilford.  Turn LEFT onto Tyler Hill Rd and travel East for 2 miles to VT Route 142.  Turn RIGHT onto VT Route 142 South and travel for 2.5 miles to Newton Rd.  Turn RIGHT onto Newton Rd and travel 1 mile to the Access Area on the LEFT.,10,N/A
171,-73.1414,43.0976,Batten Kill,Arlington,Bennington,Lease,F&W,Yes,Carry-on,None,No,Yes,Protected,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Wagon Wheel,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take US Route 7 to Arlington, then turn onto VT Route 313 West.  Travel West for 2 miles, then turn RIGHT onto VT Route 7A.  Travel North on VT Route 7A for 3 miles, and the Access Area will be on the LEFT, at the end of Fishing Access Rd.",0,0
172,-71.6357,45.0107,Wallace Pond,Canaan,Essex,F&W,F&W,Yes,Small,Concrete,No,Yes,Protected,Protected,Small,All Year,Light,No,No,Yes,No,No,Wallace Pond,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,"Take Interstate 91 to Exit 28 in Derby.  Take US Route 5 North for  1 mile, then turn RIGHT onto VT Route 105 East.  Travel East on VT Route 105 for 1/2 mile, then turn LEFT onto VT Route 111 East.  Travel East on VT Route 111 for 13.5 miles, then turn LEFT onto VT Route 114 North.  Travel North on VT Route 114 for 22 miles, and the Access Area will be on the LEFT at the end of Lake Access Rd.",532,62
173,-72.7244,44.2904,Mad River,Moretown,Washington,F&W,F&W,No,N/A,None,No,Yes,N/A,N/A,Large,Spring,Moderate,No,No,No,No,No,Ward,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take Interstate 89 to Exit 9 in Middlesex.  Off the Exit follow US Route 2 East for 1/2 mile, into Middlesex, then turn RIGHT onto Church St.   Continue on Church St for approximately 1/4 mile to VT Route 100B.   Turn RIGHT onto VT Route 100B South.  Travel South for 2.5 miles and the Access Area will be on the LEFT.",0,0
174,-73.1568,43.0766,Batten Kill,Arlington,Bennington,Lease,F&W,Yes,Carry-on,None,No,Yes,Protected,Protected,Small,Trout Season Only,Light,No,No,No,No,No,Waterworks Bridge,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Take US Route 7 to Arlington, then take Exit 3 onto VT Route 313 West.  Travel West for 2 miles to VT Route 7A.  Turn RIGHT onto VT Route 7A North.  Travel North for 2 miles, and the Access Area will be on the LEFT.",0,N/A
175,-72.6143,42.7379,Weather Head Hollow Pond,Guilford,Windham,F&W,F&W,Yes,Small,Concrete Plank,No,Yes,South,N/A,Small,Trout Season Only,Light,No,No,No,No,No,Weatherhead Hollow Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Take Interstate 91 to Exit 1 in Brattelboro.  Off the Exit follow US Route 5 South for 1.2 miles to Guilford Center Rd.  Turn RIGHT onto Guilford Center Rd and travel for 2 miles to Weatherhead Hollow Rd.  Turn LEFT onto Weatherhead Hollow Rd and travel South for 4 miles to the Access Area at the South end of the pond.,33,10
176,-72.3428,44.4142,West Hill Pond,Cabot,Washington,F&W,F&W,Yes,Carry-on,None,No,No,N/A,N/A,N/A,Spring-Summer,Light,No,No,No,No,No,West Hill Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Take Interstate 89 to Exit 8 for Montpelier.  Off the Exit follow US Route 2 East for 18 miles to VT Route 215 in Marshfield.  Turn LEFT onto VT Route 215 North and travel for 3.2 miles to Hill Pond Rd.  Turn LEFT onto Hill Pond Rd and travel for 1.7 miles to Cabot Rd.  Turn LEFT onto Cabot Rd and the Access Area will be on the RIGHT.,46,13
178,-73.2115,44.9707,Lake Champlain,Swanton,Franklin,F&W,F&W,Yes,Large,Concrete,No,Yes,North, West,Medium,All Year,Heavy,Yes,Yes,Yes,Yes,No,Larry Greene,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Take Interstate 89 to Exit 21 in Swanton.  Off the Exit take VT Route 78 West for 7 miles and the Access Area will be on the RIGHT.,172800,400
179,-72.2339,44.9539,Lake Memphremagog,Newport Town,Orleans,F&W,F&W,Yes,Medium,Concrete,No,Yes,North, East,Large,All Year,Moderate,Yes,Yes,Yes,Yes,No,Whipple Point,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Take Interstate 91 to Exit 28 in Derby Center.  Off the Exit follow US Route 5 South for 5.4 miles to Logan Drive in Newport.  Turn RIGHT onto Logan Dr and continue for 1/2 mile to South Lake Rd.  Turn LEFT onto South Lake Rd and travel North for 3 miles to the Access Area on the RIGHT.,6317,351
180,-73.3874,43.8192,Lake Champlain,Orwell,Addison,F&W,F&W,Yes,Carry-on,None,No,No,N/A,N/A,Small,Spring-Summer,N/A,No,No,No,No,No,Mt Independence,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Take Interstate 91 to Exit 6 in Rockingham.  Off the exit take VT Route 103 North for 10 miles to the Access Area on the LEFT.,0,0
182,-73.2747,44.5363,Lake Champlain,Colchester,Chittenden,F&W,F&W,Yes,Large,Concrete,Yes,Yes,Protected,Protected,Large,Spring-Summer,Moderate,Yes,No,Yes,No,No,Colchester Point,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 16. Head North on US Route 7 toward Colchester for 1.7 miles.  At the traffic light turn LEFT onto Blakely Road and proceed for 1.7 miles to Mallets Bay Park.  Turn LEFT onto VT Route 127 and travel for 1 mile.  Veer RIGHT onto West Lakeshore Drive, and continue for another 2.2 miles as the road becomes Holy Cross Rd, then Colchester Point Rd.  Continue 0.6 miles to the end of Colchester Point Rd to reach the Access Area",172800,400
183,-73.0998,44.1819,Bristol Pond,Bristol,Addison,F&W,F&W,Yes,Medium,Concrete,No,Yes,Protected,Protected,Small,Spring,Light,No,Yes,No,No,No,Bristol Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Take US Route 17 to Bristol and turn north on to North Street.  North St. turns into Monkton Rd.  Continue from Rt. 17 for approximately 4.5 miles.  Turn right (east) onto the Access Area drive.,248,9
184,-72.4271,44.5665,Wolcott Pond,Wolcott,Lamoille,F&W,F&W,Yes,Small,Concrete Plank,No,Yes,Protected,Protected,Small,All Year,Light,No,No,No,No,No,Wolcott Pond,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Take Interstate 89 to Exit 10 in Waterbury.  Off the Exit follow VT Route 100 North for 19.5 miles to VT Route 15 in Morrisville.  Turn RIGHT onto VT Route 15 East and travel for 8.2 miles to East Hill Rd in Wolcott.  Turn LEFT onto East Hill Rd and travel for approximately 5 miles to Wolcott Pond Rd.  Turn RIGHT onto Wolcott Pond Rd and continue to the end to reach the Access Area.,68,23
185,-72.7621,43.5723,Woodward Reservoir,Plymouth,Windsor,F&W,F&W,Yes,Small,Concrete Plank,Yes,Yes,Protected,Protected,Large,All Year,Light,No,Yes,Yes,No,No,Woodward Reservoir,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Take Interstate 89 to Exit 1, then follow US Route 4 West for 24.5 miles to VT Route 100 in West Bridgewater.  Turn LEFT onto VT Route 100 South and travel for 1.5 miles to the Access Area on the LEFT, at the northern tip of the reservoir.",106,32
